time,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bassim_next,87.0,7.67816091954023,4.631776626521387,0.0,5.0,8.0,11.0,17.0,17.0,3.6702978944750075,0.603240369022995,1.3046564222723123,-0.3458723709556877,-0.7471010985450843,0.930362434031348,0.00016161294697977652,False,78.0,8.615384615384615,4.704876633437283,0.0,7.0,9.0,12.0,17.0,17.0,3.613272211896481,0.5461017520953989,1.3290619626236588,-0.46340336752935396,-0.526815746899278,0.9377989694421326,0.0008727854382456158,False,61.0,9.868852459016393,4.920959966768224,0.0,7.0,11.0,14.0,18.0,18.0,3.657822888533122,0.4986354783602353,1.324620859652159,-0.6481406205474691,-0.45650817639766483,0.9293039033802732,0.0016780999693599944,False,17.0,4.823529411764706,3.1865987768631747,0.0,1.0,6.0,7.0,9.0,9.0,2.824327952846145,0.660636331788707,1.2623454392750237,-0.5535946382431229,-1.259963324693466,0.8614935331722078,0.01613599397167644,False,0.0,,,,,,,,,,,,,,,,
basdig_next,88.0,15.715909090909092,6.773764235834831,0.0,9.75,17.5,20.25,28.0,28.0,4.133595298737046,0.43101319794176796,1.3339726163769396,-0.4783537537671257,-0.631475178380164,0.9510424197496421,0.0022354344503738655,False,78.0,16.23076923076923,6.703213179742006,2.0,10.25,18.0,21.0,33.0,31.0,4.624647787375476,0.4129941769509293,1.3487674040332147,-0.2688022513065889,-0.580450868123005,0.9619677294388914,0.019984402649514454,False,61.0,17.16393442622951,6.899710930826142,3.0,12.0,18.0,23.0,34.0,31.0,4.492941850867974,0.4019888889975116,1.373324122336135,-0.1484131565558831,-0.6512887525400934,0.9689847333403995,0.12394936190265426,True,17.0,9.294117647058824,3.0365421510814103,5.0,7.0,9.0,10.0,16.0,11.0,3.622541513570805,0.32671656055939224,1.3945099058685442,0.6081688877140248,0.16643784319432653,0.9506770466047839,0.4673167239421745,True,0.0,,,,,,,,,,,,,,,,
basnum_next,87.0,31.528735632183906,15.136463812756213,0.0,17.5,34.0,44.0,54.0,54.0,3.567543956633494,0.4800847071490305,1.3359267969158881,-0.4186481334653549,-0.9521601093718464,0.9437790498573243,0.0008896066303779522,False,77.0,34.48051948051948,15.508580298805043,2.0,19.0,36.0,49.0,59.0,57.0,3.6753847806682813,0.44977803503125735,1.3028438856694737,-0.4534746407290656,-1.0272713784531127,0.9268930905209216,0.0002718314841271728,False,60.0,37.516666666666666,17.113273336617553,3.0,20.75,44.0,52.25,60.0,57.0,3.33074794510739,0.45615122176679396,1.294782493482614,-0.4733352147485098,-1.0939372210511698,0.915561618691035,0.0005106391618090837,False,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
basread_next,88.0,38.80681818181818,26.249404133158386,0.0,15.0,32.0,59.5,85.0,85.0,3.2381687435193074,0.6764121709276539,1.3139975656949394,0.24995099107483518,-1.2513200115416885,0.9313530865837069,0.00016695448839882697,False,78.0,45.756410256410255,26.228855873882118,0.0,22.25,47.5,72.5,87.0,87.0,3.316957492096783,0.5732280073305702,1.3164331170470003,-0.06397742677863745,-1.355321041302318,0.9334733428458563,0.0005236173254976692,False,61.0,55.65573770491803,25.026576038218273,8.0,37.0,64.0,79.0,87.0,79.0,3.1566443559581825,0.44966749288109414,1.28288471504434,-0.44489576962922445,-1.1894218392525617,0.9029345644536538,0.000149017122079196,False,17.0,38.88235294117647,22.09887540391246,5.0,23.0,43.0,61.0,69.0,64.0,2.896074973510608,0.568352317498505,1.3575333002949965,-0.16164391316661092,-1.4603773335136905,0.9201930741483598,0.14878924776225666,True,0.0,,,,,,,,,,,,,,,,
basspel_next,88.0,6.613636363636363,4.876478421697688,0.0,2.0,6.0,10.0,16.0,16.0,3.281056249281995,0.7373369434869357,1.3559105222678545,0.29322812499530965,-1.0056419099308394,0.9407777078138805,0.0005528312435122328,False,78.0,8.371794871794872,4.978157418367894,0.0,4.25,8.5,13.0,16.0,16.0,3.214040588785892,0.5946344236335309,1.3509305180750322,-0.14038773280127995,-1.1643420335511514,0.9409865538110872,0.0012835515011557837,False,59.0,9.796610169491526,5.507924263299163,0.0,5.0,12.0,15.0,17.0,17.0,3.0864621928946527,0.562227563208738,1.269838796751735,-0.34154399538907765,-1.336290838893936,0.9012321703620029,0.0001653528788572237,False,17.0,6.0,3.984344362627307,0.0,3.0,6.0,9.0,14.0,14.0,3.513752508773688,0.6640573937712179,1.4032924809470757,0.463625612237518,-0.5428376571038855,0.9636406188425954,0.70058101824124,True,0.0,,,,,,,,,,,,,,,,
trog_next,88.0,13.170454545454545,4.828606307359646,1.0,9.0,14.0,17.0,20.0,19.0,3.934882819301432,0.366624119972087,1.3029989419081165,-0.6590828272659768,-0.5108749954778098,0.9213999265303473,5.101474401950428e-05,False,76.0,13.947368421052632,5.001052520798944,2.0,9.75,16.0,18.0,20.0,18.0,3.5992423445143915,0.35856602979313185,1.2383980810989548,-0.7733489003512021,-0.5668906303102133,0.8785059100923149,2.78471531603581e-06,False,61.0,14.491803278688524,5.191733656559795,2.0,10.0,17.0,19.0,20.0,18.0,3.467049966489876,0.35825311431012163,1.1579007334027513,-0.9293605455266869,-0.48436397857447133,0.836526759961014,1.0599574182291852e-06,False,17.0,8.235294117647058,2.488207481418749,3.0,7.0,8.0,10.0,12.0,9.0,3.6170617069555218,0.3021394798865624,1.376346252803009,-0.662793862005599,-0.010764358778645011,0.9438087189229108,0.36617644248045467,True,0.0,,,,,,,,,,,,,,,,
woco_next,88.0,9.556818181818182,8.656746693930925,0.0,1.0,8.5,18.0,31.0,31.0,3.581021958483952,0.9058189168441396,1.2120622984393543,0.3541342897925096,-1.2853221395007781,0.8756872144778167,4.901962081848677e-07,False,78.0,11.64102564102564,8.312054083693337,0.0,4.0,12.0,19.75,26.0,26.0,3.127987346834886,0.7140310776740972,1.3271418833129596,0.023506171750924024,-1.2834439953254748,0.9281000528389165,0.000282935582965032,False,60.0,14.5,9.195614282575054,0.0,6.25,16.0,22.0,30.0,30.0,3.262424790570824,0.6341802953500038,1.327611734340767,-0.19380942262602718,-1.243951386282374,0.9320118802939068,0.00241971061980121,False,17.0,6.647058823529412,5.476554305293021,0.0,2.0,6.0,11.0,16.0,16.0,2.921545027780734,0.8239063999113394,1.3698162579200268,0.36174622103297516,-1.1946455294505858,0.9221240380457059,0.1604042605767783,True,0.0,,,,,,,,,,,,,,,,
bpvs_next,88.0,15.738636363636363,4.852998405256394,4.0,12.0,16.0,19.0,27.0,23.0,4.739338050284164,0.308349357157085,1.4053528251217833,-0.13262701875930588,-0.5646023491773211,0.985563673873875,0.43927136986824117,True,78.0,16.884615384615383,4.720721850015608,6.0,14.0,17.0,20.0,27.0,21.0,4.448472218275382,0.27958717107153946,1.3936966204673926,-0.24438429691791833,-0.27823564655633115,0.9779089578061344,0.19340352549140716,True,61.0,17.57377049180328,5.386585239875824,4.0,14.0,19.0,21.0,28.0,24.0,4.4555128956899726,0.3065127795078594,1.3734945470379323,-0.44488664946190515,-0.24108081827067007,0.9643924358947283,0.07305964519594885,True,17.0,13.176470588235293,3.8117465504288033,7.0,11.0,13.0,14.0,23.0,16.0,4.1975508571523665,0.28928433641647167,1.3534135983092164,0.9973962885650131,1.7574650578486093,0.9354979051035046,0.2685969699933015,True,0.0,,,,,,,,,,,,,,,,
basmat_gain,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,58.0,2.6379310344827585,2.9241779523337326,-4.0,0.25,2.0,5.0,9.0,13.0,4.445693870862045,1.108511903499062,1.4046671252323022,0.19269583185549674,-0.5342830413426745,0.9755577938204313,0.2901590993691067,True,17.0,0.17647058823529413,1.3800042625680118,-2.0,0.0,0.0,1.0,3.0,5.0,3.623177214464279,7.820024154552066,1.3877136063270437,-0.03301427886538854,0.012917432443080301,0.9178118225277766,0.13560715272380947,True,0.0,,,,,,,,,,,,,,,,
bassim_gain,85.0,1.3294117647058823,2.0141655207797693,-2.0,0.0,1.0,2.0,8.0,10.0,4.9648352614677735,1.5150802589936319,1.3370957357026765,0.9402656346615372,0.9395963117228363,0.9216779670646007,7.019837000942389e-05,False,76.0,1.2105263157894737,1.9135711081548323,-4.0,0.0,1.0,2.0,7.0,11.0,5.748414549698542,1.5807761328235572,1.3536295861337426,0.5586101037085702,0.7413928838993984,0.9381999730877502,0.001087330627448063,False,58.0,1.603448275862069,1.6430572185999692,-1.0,0.0,1.0,2.0,5.0,6.0,3.6517291863472248,1.0247023513849272,1.3583497530740698,0.44929858860591493,-0.6335830197625274,0.9237228434787017,0.0013447748432591868,False,17.0,0.5882352941176471,1.121317502394603,-1.0,0.0,0.0,1.0,3.0,4.0,3.567232288319673,1.906239754070825,1.3000865269715585,0.9564771954354208,1.032124170074308,0.844706412444939,0.008914356872991797,False,0.0,,,,,,,,,,,,,,,,
basdig_gain,86.0,1.7209302325581395,3.223630261935056,-5.0,0.0,2.0,3.0,14.0,19.0,5.893976187143381,1.873190557610911,1.3321037566170082,0.525444856136375,2.005822879190097,0.9469466456887023,0.0014686756314020982,False,77.0,1.1168831168831168,2.5024936299094804,-4.0,-1.0,1.0,3.0,7.0,11.0,4.395615584603062,2.2406047616631395,1.398894281599947,-0.1206890487267422,-0.6259189550711901,0.9706304116064092,0.07154811325363898,True,58.0,1.4482758620689655,2.9804769063409466,-6.0,-1.0,1.0,3.0,10.0,16.0,5.368268402268139,2.0579483400925582,1.4113195447689846,0.24282923779753737,0.5648930959067369,0.9815972192850737,0.5229747174082772,True,17.0,-0.11764705882352941,1.5764815627361646,-3.0,-1.0,0.0,1.0,2.0,5.0,3.1716197120135847,-13.4000932832574,1.4003068850310363,-0.43276657135522634,-0.4512767160013418,0.9235898116693426,0.1698125031249234,True,0.0,,,,,,,,,,,,,,,,
basnum_gain,83.0,5.602409638554217,4.923660543459818,-2.0,1.5,5.0,9.0,20.0,22.0,4.468220301909922,0.8788469357143331,1.361252561061771,0.6027454018829506,-0.03207937140620176,0.954527499316993,0.0051507781877775756,False,75.0,4.293333333333333,4.501571297241013,-9.0,2.0,5.0,7.0,15.0,24.0,5.331471705159809,1.0485026313449566,1.3965100580886611,-0.332936311481399,0.7831294968301972,0.9808597198665164,0.31544215158622035,True,57.0,4.140350877192983,4.331935382759189,-5.0,1.0,3.0,7.0,14.0,19.0,4.386030335452075,1.0462725288867532,1.4060686305971202,0.2862467508690685,-0.09624962249269009,0.9809850176604538,0.5068031340948898,True,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
basread_gain,87.0,11.96551724137931,9.706684673235735,0.0,5.5,10.0,16.0,48.0,48.0,4.945045771637202,0.8112214856594707,1.295167427932192,1.2575741536049587,1.8914697337479778,0.9018383312667737,6.754324207969301e-06,False,77.0,8.012987012987013,7.601062090768886,-1.0,2.0,7.0,11.0,36.0,37.0,4.8677407917683855,0.9485928379079486,1.2887547837366062,1.32325170107481,2.1343372590732397,0.8939912008849663,9.741786347714354e-06,False,58.0,10.655172413793103,8.066721162940315,1.0,5.0,9.0,12.75,35.0,34.0,4.214847558658768,0.7570709182047545,1.2705332230345585,1.2604079518255649,1.391646956729704,0.8821870811115264,4.136479649266576e-05,False,17.0,2.2941176470588234,5.9557189520068965,-6.0,-1.0,1.0,5.0,17.0,23.0,3.8618343453311708,2.5960826201055704,1.3792239883647364,0.8214229412984592,1.0139846255573595,0.9428099533762024,0.35303823006248103,True,0.0,,,,,,,,,,,,,,,,
basspel_gain,78.0,1.6282051282051282,1.9547409856582842,-3.0,0.0,1.0,3.0,7.0,10.0,5.11576729263308,1.2005495817428833,1.3983446234672432,0.29475870584786473,0.04618551819779482,0.9660225948653004,0.03534998739297685,False,77.0,2.168831168831169,1.82383775105507,-2.0,1.0,2.0,3.0,8.0,10.0,5.482943860666943,0.840931178630182,1.3965419605737002,0.5045322355609867,0.8294012104753112,0.959225532161917,0.014565655407777102,False,56.0,1.4107142857142858,1.8268381598646506,-1.0,0.0,1.0,2.0,7.0,8.0,4.379150915367739,1.2949738854736763,1.3254799193390332,0.9369381096489939,1.373368484131884,0.9077855922867267,0.00041539182250222814,False,15.0,1.2,1.8593393604027362,-1.0,0.0,0.0,2.5,5.0,6.0,3.2269526089634275,1.5494494670022803,1.3400045172771178,0.7416041755500817,-0.5411830843836842,0.8852519205649207,0.05686642743651824,True,0.0,,,,,,,,,,,,,,,,
trog_gain,86.0,1.686046511627907,2.170722991008657,-2.0,0.0,1.0,3.0,10.0,12.0,5.528112085100288,1.2874632912189274,1.3375278083964515,1.0585164014057415,1.8950926731164337,0.9187940294044888,4.6009374479313965e-05,False,75.0,1.0266666666666666,1.610550798290409,-3.0,0.0,1.0,2.0,7.0,10.0,6.209055939505259,1.5687183100231257,1.340262800170269,0.17495354575115454,1.9050363386626383,0.9288618506661153,0.0004090736321140975,False,56.0,0.7142857142857143,1.8262160154442122,-3.0,0.0,1.0,2.0,7.0,10.0,5.475803473099857,2.556702421621897,1.3724328489578153,0.7012970872436645,1.5049256206801473,0.9452434828801319,0.01309610549285514,False,17.0,0.29411764705882354,1.6868871436151611,-4.0,0.0,1.0,1.0,2.0,6.0,3.5568473105684024,5.735416288291548,1.3099930474363841,-1.2337143944581355,1.2195833011408999,0.8544040987941969,0.012527001560595155,False,0.0,,,,,,,,,,,,,,,,
woco_gain,88.0,3.284090909090909,3.8445329556154095,-3.0,0.0,2.0,6.0,14.0,17.0,4.42186351274982,1.1706536335437925,1.2727391382738809,0.9179782804136114,0.0688986975532182,0.9020439351567914,6.1938661647282855e-06,False,77.0,2.675324675324675,3.697230679282872,-4.0,0.0,2.0,4.0,13.0,17.0,4.598036063927009,1.3819745742950542,1.3477083317152296,0.8482608980255809,0.49158176533884257,0.9404649601997573,0.0013093644127210563,False,57.0,3.1578947368421053,2.9385946208799645,-5.0,1.0,3.0,5.0,11.0,16.0,5.444779584878158,0.9305549632786554,1.381206117801113,0.24191687739813383,0.8721172226865797,0.9678110920675276,0.13259660834572268,True,17.0,0.7647058823529411,3.4374665773776236,-6.0,0.0,0.0,3.0,8.0,14.0,4.07276687201431,4.4951486011861235,1.3845745058794867,0.006408389513259273,0.6312826755865131,0.9529619692115329,0.5050152908433916,True,0.0,,,,,,,,,,,,,,,,
bpvs_gain,80.0,1.475,2.8148566076301273,-5.0,0.0,1.0,3.0,11.0,16.0,5.684126131551211,1.9083773611051709,1.3666818569867463,0.5526757631257894,1.0603697027409913,0.960859527228511,0.015178280455510139,False,77.0,1.6233766233766234,2.7195150546750493,-6.0,0.0,2.0,3.0,8.0,14.0,5.1479766497092765,1.6752212736798304,1.3888414092273669,0.03505232424110851,0.2307237372170814,0.9704152635166998,0.06939448513253924,True,58.0,0.7931034482758621,2.375005969999183,-8.0,0.0,1.0,2.0,5.0,13.0,5.473670451449212,2.9945727447815784,1.3182313001903292,-1.0225828506316479,3.0188587522702264,0.9180714163152977,0.0008027209358465605,False,17.0,1.3529411764705883,3.7071076405768864,-5.0,-1.0,1.0,4.0,9.0,14.0,3.7765291319734575,2.7400360821655245,1.4076334671168713,0.41771881883962275,-0.2810299815635675,0.9655389210644721,0.7366337465666793,True,0.0,,,,,,,,,,,,,,,,
